path	label
/home/mamoris/notebooks/AI Capstone/train/1451_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1452_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1453_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1454_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1455_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1456_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1457_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1458_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1459_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1460_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1461_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1462_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1463_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1464_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1465_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1466_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1467_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1468_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1469_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1470_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1471_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1472_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1473_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1474_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1475_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1476_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1477_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1478_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1479_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1480_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1481_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1482_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1483_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1484_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1485_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1486_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1487_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1488_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1489_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1490_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1491_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1492_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1493_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1494_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1495_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1496_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1497_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1498_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1499_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1500_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1501_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1502_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1503_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1504_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1505_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1506_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1507_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1508_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1509_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1510_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1511_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1512_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1513_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1514_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1515_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1516_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1517_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1518_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1519_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1520_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1521_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1522_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1523_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1524_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1525_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1526_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1527_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1528_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1529_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1530_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1531_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1532_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1533_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1534_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1535_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1536_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1537_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1538_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1539_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1540_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1541_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1542_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1543_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1544_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1545_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1546_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1547_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1548_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1549_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1550_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1551_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1552_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1553_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1554_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1555_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1556_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1557_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1558_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1559_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1560_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1561_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1562_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1563_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1564_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1565_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1566_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1567_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1568_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1569_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1570_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1571_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1572_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1573_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1574_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1575_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1576_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1577_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1578_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1579_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1580_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1581_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1582_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1583_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1584_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1585_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1586_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1587_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1588_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1589_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1590_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1591_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1592_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1593_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1594_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1595_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1596_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1597_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1598_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1599_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1600_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1601_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1602_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1603_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1604_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1605_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1606_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1607_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1608_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1609_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1610_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1611_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1612_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1613_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1614_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1615_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1616_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1617_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1618_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1619_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1620_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1621_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1622_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1623_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1624_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1625_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1626_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1627_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1628_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1629_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1630_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1631_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1632_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1633_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1634_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1635_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1636_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1637_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1638_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1639_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1640_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1641_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1642_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1643_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1644_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1645_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1646_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1647_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1648_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1649_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1650_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1651_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1652_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1653_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1654_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1655_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1656_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1657_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1658_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1659_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1660_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1661_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1662_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1663_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1664_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1665_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1666_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1667_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1668_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1669_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1670_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1671_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1672_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1673_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1674_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1675_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1676_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1677_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1678_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1679_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1680_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1681_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1682_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1683_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1684_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1685_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1686_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1687_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1688_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1689_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1690_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1691_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1692_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1693_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1694_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1695_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1696_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1697_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1698_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1699_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1700_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1701_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1702_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1703_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1704_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1705_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1706_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1707_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1708_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1709_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1710_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1711_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1712_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1713_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1714_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1715_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1716_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1717_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1718_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1719_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1720_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1721_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1722_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1723_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1724_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1725_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1726_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1727_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1728_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1729_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1730_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1731_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1732_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1733_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1734_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1735_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1736_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1737_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1738_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1739_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1740_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1741_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1742_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1743_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1744_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1745_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1746_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1747_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1748_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1749_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1750_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1751_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1752_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1753_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1754_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1755_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1756_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1757_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1758_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1759_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1760_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1761_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1762_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1763_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1764_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1765_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1766_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1767_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1768_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1769_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1770_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1771_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1772_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1773_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1774_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1775_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1776_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1777_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1778_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1779_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1780_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1781_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1782_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1783_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1784_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1785_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1786_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1787_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1788_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1789_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1790_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1791_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1792_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1793_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1794_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1795_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1796_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1797_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1798_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1799_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1800_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1801_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1802_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1803_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1804_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1805_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1806_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1807_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1808_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1809_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1810_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1811_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1812_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1813_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1814_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1815_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1816_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1817_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1818_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1819_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1820_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1821_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1822_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1823_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1824_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1825_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1826_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1827_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1828_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1829_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1830_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1831_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1832_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1833_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1834_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1835_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1836_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1837_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1838_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1839_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1840_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1841_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1842_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1843_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1844_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1845_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1846_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1847_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1848_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1849_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1850_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1851_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1852_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1853_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1854_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1855_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1856_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1857_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1858_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1859_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1860_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1861_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1862_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1863_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1864_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1865_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1866_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1867_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1868_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1869_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1870_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1871_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1872_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1873_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1874_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1875_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1876_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1877_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1878_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1879_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1880_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1881_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1882_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1883_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1884_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1885_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1886_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1887_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1888_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1889_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1890_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1891_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1892_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1893_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1894_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1895_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1896_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1897_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1898_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1899_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1900_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1901_c.png	8
